video_id,video_title,channel,source_step,source_step_name,source_position,status,privacy_status,embeddable,upload_status,api_title
ycA-mD_mR6M,Models for Subtraction with Regrouping,Math_Grizz,Year 3_7-8_Autumn__Addition and subtraction_8_Subtract 1s across a 10,Subtract 1s across a 10,current_2,available,public,True,processed,Models for Subtraction with Regrouping
8LYJa6Av1PA,Subtraction counting back on a numberline finished,Mark_Hartley,Year 3_7-8_Autumn__Addition and subtraction_8_Subtract 1s across a 10,Subtract 1s across a 10,current_3,available,public,True,processed,Subtraction counting back on a numberline finished
BpEY7bnDdxw,Add and Subtract by 10s and 100s,Abby_Kendrick,Year 3_7-8_Autumn__Addition and subtraction_9_Subtract 10s across a 100,Subtract 10s across a 100,current_3,available,public,True,processed,Add and Subtract by 10s and 100s
jouwJVfsmeI,"3rd Grade Math 7.5, Divide by 4 & Factors of the Divisor",JoAnn's_School,Year 3_7-8_Autumn__Multiplication and division A_10_Divide by 4,Divide by 4,current_1,available,public,True,processed,"3rd Grade Math 7.5, Divide by 4 & Factors of the Divisor"
OG2F_Cihc7U,Multiplication and Division Refresher - Reviewing How to Multiply and Divide,Miacademy_&_MiaPrep_Learning_Channel,Year 3_7-8_Autumn__Multiplication and division A_10_Divide by 4,Divide by 4,current_2,available,public,True,processed,Multiplication and Division Refresher - Reviewing How to Multiply and Divide
V86C-nVCjJg,Multiply by 4 with Patterns,Math_Grizz,Year 3_7-8_Autumn__Multiplication and division A_11_The 4 times-table,The 4 times-table,current_1,available,public,True,processed,Multiply by 4 with Patterns
rv025D0ROK8,Division word problems within 100: How many groups? | Khan Academy,Khan_Academy,Year 3_7-8_Autumn__Multiplication and division A_11_The 4 times-table,The 4 times-table,current_2,available,public,True,processed,Division word problems within 100: How many groups? | Khan Academy
bBoALXuvU1o,Learn the four times tables using a counting stick,Learn_with_Tith,Year 3_7-8_Autumn__Multiplication and division A_11_The 4 times-table,The 4 times-table,current_3,available,public,True,processed,Learn the four times tables using a counting stick
-R-5wggK4x0,Multiplying by 8,Shelley_Gray,Year 3_7-8_Autumn__Multiplication and division A_12_Multiply by 8,Multiply by 8,current_1,available,public,True,processed,Multiplying by 8
XoApCPuasiQ,"Grade 3 Math #4.8, Multiply by 8",JoAnn's_School,Year 3_7-8_Autumn__Multiplication and division A_12_Multiply by 8,Multiply by 8,current_2,available,public,True,processed,"Grade 3 Math #4.8, Multiply by 8"
5gQsFzMcyxo,"3rd Grade Math 7.8, Divide by 8",JoAnn's_School,Year 3_7-8_Autumn__Multiplication and division A_13_Divide by 8,Divide by 8,current_1,available,public,True,processed,"3rd Grade Math 7.8, Divide by 8"
B_PF6SNjYFI,Division for Kids,Learn_and_Play_Online!,Year 3_7-8_Autumn__Multiplication and division A_13_Divide by 8,Divide by 8,current_3,available,public,True,processed,Division for Kids
d6lsc3EpY28,Using multiplication strategies to find products | Khan Academy,Khan_Academy,Year 3_7-8_Autumn__Multiplication and division A_14_The 8 times-table,The 8 times-table,current_3,available,public,True,processed,Using multiplication strategies to find products | Khan Academy
K6tPEmCZ-Oc,Applying the Properties of Multiplication and Division - Solving for Missing Numbers,Miacademy_&_MiaPrep_Learning_Channel,"Year 3_7-8_Autumn__Multiplication and division A_15_The 2, 4 and 8 times-tables","The 2, 4 and 8 times-tables",current_2,available,public,True,processed,Applying the Properties of Multiplication and Division - Solving for Missing Numbers
t5VzXmM7wLY,Multiplication and Division Fact Families - Strategies for Practicing 0-12 Math Facts,Miacademy_&_MiaPrep_Learning_Channel,"Year 3_7-8_Autumn__Multiplication and division A_15_The 2, 4 and 8 times-tables","The 2, 4 and 8 times-tables",current_3,available,public,True,processed,Multiplication and Division Fact Families - Strategies for Practicing 0-12 Math Facts
1aqqrQGlJRM,Commutative Property of Multiplication explained!,Mr._Tom_Teaches_Again,Year 3_7-8_Autumn__Multiplication and division A_2_Use arrays,Use arrays,current_2,available,public,True,processed,Commutative Property of Multiplication explained!
vO6WW1BGbLw,2nd Grade Arrays & Repeated Addition,Rachel_Bishop,Year 3_7-8_Autumn__Multiplication and division A_2_Use arrays,Use arrays,current_3,available,public,True,processed,2nd Grade Arrays & Repeated Addition
54WuAiwwXR4,Multiples and how to find them! #shorts,Mr._Tom_Teaches_Again,Year 3_7-8_Autumn__Multiplication and division A_3_Multiples of 2,Multiples of 2,current_1,available,public,True,processed,Multiples and how to find them! #shorts
MWyNr_nuEbU,Multiples of 2 | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Autumn__Multiplication and division A_3_Multiples of 2,Multiples of 2,current_2,available,public,True,processed,Multiples of 2 | Math with Mr. J
kpvGy31k3JU,What are the even numbers under ten? #shorts,Mr._Tom_Teaches_Again,Year 3_7-8_Autumn__Multiplication and division A_3_Multiples of 2,Multiples of 2,current_3,available,public,True,processed,What are the even numbers under ten? #shorts
0yElGa-Y6b0,"3rd Grade Math 4.2, Multiples & Multiply by 5 and 10",JoAnn's_School,Year 3_7-8_Autumn__Multiplication and division A_4_Multiples of 5 and 10,Multiples of 5 and 10,current_2,available,public,True,processed,"3rd Grade Math 4.2, Multiples & Multiply by 5 and 10"
1kxR7h6rJY8,All About Division by Grouping!,Maths_with_Mum,Year 3_7-8_Autumn__Multiplication and division A_5_Sharing and grouping,Sharing and grouping,current_2,available,public,True,processed,All About Division by Grouping!
CXsNZAry2HY,"Grade 3 Math #3.3, Skip count to Multiply",JoAnn's_School,Year 3_7-8_Autumn__Multiplication and division A_6_Multiply by 3,Multiply by 3,current_2,available,public,True,processed,"Grade 3 Math #3.3, Skip count to Multiply"
TrscYk3N2kY,"Multiplication strategies ( arrays, equal groups, repeated addition and tape-diagrams)",Raphael_Bonhomme,Year 3_7-8_Autumn__Multiplication and division A_6_Multiply by 3,Multiply by 3,current_3,available,public,True,processed,"Multiplication strategies ( arrays, equal groups, repeated addition and tape-diagrams)"
IPyaZIQzKCo,"3rd Grade Math 7.4, Divide by 3",JoAnn's_School,Year 3_7-8_Autumn__Multiplication and division A_7_Divide by 3,Divide by 3,current_1,available,public,True,processed,"3rd Grade Math 7.4, Divide by 3"
LfxVH3wJwTo,"Grade 3 Math #7.4, Divide by 3 (video #56)",JoAnn's_School,Year 3_7-8_Autumn__Multiplication and division A_7_Divide by 3,Divide by 3,current_3,available,public,True,processed,"Grade 3 Math #7.4, Divide by 3 (video #56)"
G1hOjP8cF-s,Fact Families,Cheryl_Myers,Year 3_7-8_Autumn__Multiplication and division A_8_The 3 times-table,The 3 times-table,current_2,available,public,True,processed,Fact Families
en1u96WudNo,"3rd Grade Math 4.3, Multiply with 3 and 6, Use a Multiplication Table",JoAnn's_School,Year 3_7-8_Autumn__Multiplication and division A_8_The 3 times-table,The 3 times-table,current_3,available,public,True,processed,"3rd Grade Math 4.3, Multiply with 3 and 6, Use a Multiplication Table"
Xgh2HcmWo4w,Place Value: Number Line to 1000 Video - Maths Concepts,Twinkl_Teaches_KS2_,"Year 3_7-8_Autumn__Place value_10_Number line to 1,000","Number line to 1,000",current_1,deleted,deleted,False,deleted,
HWNdMnmBwXk,Year 3 Maths | Using a number line to 1000,Plytime_Learning,"Year 3_7-8_Autumn__Place value_10_Number line to 1,000","Number line to 1,000",current_2,available,public,True,processed,Year 3 Maths | Using a number line to 1000
KuPq_4tH4hA,How Do You Estimate on a Number Line to 1000? | KS2 Maths Concept for Kids,Twinkl_Educational_Publishing,"Year 3_7-8_Autumn__Place value_11_Estimate on a number line to 1,000","Estimate on a number line to 1,000",current_1,available,public,True,processed,How Do You Estimate on a Number Line to 1000? | KS2 Maths Concept for Kids
YcuAObe77DM,"Compare larger numbers: greater than, less than, equal to.",Mr._Tom_Teaches_Again,"Year 3_7-8_Autumn__Place value_12_Compare numbers to 1,000","Compare numbers to 1,000",current_2,available,public,True,processed,"Compare larger numbers: greater than, less than, equal to."
TiM1RvWMGAg,Comparing Numbers to 120 - Using Place Value To Compare,Miacademy_&_MiaPrep_Learning_Channel,"Year 3_7-8_Autumn__Place value_12_Compare numbers to 1,000","Compare numbers to 1,000",current_3,available,public,True,processed,Comparing Numbers to 120 - Using Place Value To Compare
XYtLS_LPoP8,"Grade 2 Math  9.9, Ordering numbers to 1,000 (before, between, after)",JoAnn's_School,"Year 3_7-8_Autumn__Place value_13_Order numbers to 1,000","Order numbers to 1,000",current_1,available,public,True,processed,"Grade 2 Math  9.9, Ordering numbers to 1,000 (before, between, after)"
Z9gb3To96DQ,Counting in 50s and 100s | Maths with Mrs. B,Maths_with_Mrs_B,Year 3_7-8_Autumn__Place value_14_Count in 50s,Count in 50s,current_1,available,public,True,processed,Counting in 50s and 100s | Maths with Mrs. B
bjPPkHCwTyw,counting in multiples of 25 and 50,Peter_Groom,Year 3_7-8_Autumn__Place value_14_Count in 50s,Count in 50s,current_2,available,public,True,processed,counting in multiples of 25 and 50
5r4Ic4DnlXQ,"Counting number 10s,50s,100s",Maricar_Nicdao,Year 3_7-8_Autumn__Place value_14_Count in 50s,Count in 50s,current_3,available,public,True,processed,"Counting number 10s,50s,100s"
btB-Y4OODSM,Place Value: Ones and Tens,Learn_Bright,Year 3_7-8_Autumn__Place value_1_Represent numbers to 100,Represent numbers to 100,current_3,available,public,True,processed,Place Value: Ones and Tens
VaC4qSTT9WA,0to100 Empty Number Line Resource,MathswithMacKenzie,Year 3_7-8_Autumn__Place value_3_Number line to 100,Number line to 100,current_3,available,public,True,processed,0to100 Empty Number Line Resource
vBfumELvjts,"Place Value to 1,000 - Representing Greater Numbers and Identifying the Thousands Place",Miacademy_&_MiaPrep_Learning_Channel,Year 3_7-8_Autumn__Place value_4_Hundreds,Hundreds,current_1,available,public,True,processed,"Place Value to 1,000 - Representing Greater Numbers and Identifying the Thousands Place"
RE5Bn8yq8J8,"2nd Grade Math 2.1, Group Tens as Hundreds",JoAnn's_School,Year 3_7-8_Autumn__Place value_4_Hundreds,Hundreds,current_2,embedding_disabled,public,False,processed,"2nd Grade Math 2.1, Group Tens as Hundreds"
aor7S0f3f_c,Ones Tens Hundreds Song | Math Rock Song | Math 2nd Grade,Kids_Academy,Year 3_7-8_Autumn__Place value_4_Hundreds,Hundreds,current_3,available,public,True,processed,Ones Tens Hundreds Song | Math Rock Song | Math 2nd Grade
YchonKcXXak,"Place Value Blocks (Ones, Tens, Hundreds, and Thousands) | Elementary Math with Mr. J",Elementary_Math_with_Mr._J,"Year 3_7-8_Autumn__Place value_5_Represent numbers to 1,000","Represent numbers to 1,000",current_1,available,public,True,processed,"Place Value Blocks (Ones, Tens, Hundreds, and Thousands) | Elementary Math with Mr. J"
9d4oj4SEJbg,"Grade 2 Math  9.5, Understanding place value  (three-digits)",JoAnn's_School,"Year 3_7-8_Autumn__Place value_6_Partition numbers to 1,000","Partition numbers to 1,000",current_2,available,public,True,processed,"Grade 2 Math  9.5, Understanding place value  (three-digits)"
Fm-9f2B9bj4,Lesson Presentation Non Standard Partitioning,Mrs_Ring,"Year 3_7-8_Autumn__Place value_7_Flexible partitioning of numbers to 1,000","Flexible partitioning of numbers to 1,000",current_2,available,public,True,processed,Lesson Presentation Non Standard Partitioning
FpY568rR3MY,Partitioning 5 digit numbers,Mark_Boss,"Year 3_7-8_Autumn__Place value_7_Flexible partitioning of numbers to 1,000","Flexible partitioning of numbers to 1,000",current_3,available,public,True,processed,Partitioning 5 digit numbers
OlAapWjpbZc,"2nd Grade Math 2.4, Hundreds, Tens, Ones. Writing 3-digits from base-ten blocks.",JoAnn's_School,"Year 3_7-8_Autumn__Place value_8_Hundreds, tens and ones","Hundreds, tens and ones",current_1,embedding_disabled,public,False,processed,"2nd Grade Math 2.4, Hundreds, Tens, Ones. Writing 3-digits from base-ten blocks."
gMr9OoLdMow,"2nd Grade Math 2.3, Model 3-Digit Numbers",JoAnn's_School,"Year 3_7-8_Autumn__Place value_8_Hundreds, tens and ones","Hundreds, tens and ones",current_2,embedding_disabled,public,False,processed,"2nd Grade Math 2.3, Model 3-Digit Numbers"
4no7O6f9du4,Equivalent Fractions Using Models (Practice Problems Included) | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Spring__Fractions A_10_Equivalent fractions as bar models,Equivalent fractions as bar models,current_2,available,public,True,processed,Equivalent Fractions Using Models (Practice Problems Included) | Math with Mr. J
484ebr8Erfs,"4th Grade Math 6.1, Model Equivalent Fractions",JoAnn's_School,Year 3_7-8_Spring__Fractions A_10_Equivalent fractions as bar models,Equivalent fractions as bar models,current_3,available,public,True,processed,"4th Grade Math 6.1, Model Equivalent Fractions"
Q3HKY8eXOl4,"3rd Grade Math 8.3, Unit Fractions of a Whole",JoAnn's_School,Year 3_7-8_Spring__Fractions A_1_Understand the denominators of unit fractions,Understand the denominators of unit fractions,current_3,available,public,True,processed,"3rd Grade Math 8.3, Unit Fractions of a Whole"
NHyI9dUqB0E,Comparing Fractions with the Same Numerator Using Fraction Strips | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Spring__Fractions A_2_Compare and order unit fractions,Compare and order unit fractions,current_1,available,public,True,processed,Comparing Fractions with the Same Numerator Using Fraction Strips | Math with Mr. J
tR3MAO8Nkj8,Comparing Fractions With Unlike Denominators - Common Denominators and Benchmark Fractions,Miacademy_&_MiaPrep_Learning_Channel,Year 3_7-8_Spring__Fractions A_2_Compare and order unit fractions,Compare and order unit fractions,current_3,available,public,True,processed,Comparing Fractions With Unlike Denominators - Common Denominators and Benchmark Fractions
8wJL15NNwxk,Fractions Equal to 1 Whole | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Spring__Fractions A_4_Understand the whole,Understand the whole,current_1,available,public,True,processed,Fractions Equal to 1 Whole | Math with Mr. J
mt9Hlws6UEs,Comparing Fractions with the Same Denominator Using Fraction Strips | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Spring__Fractions A_5_Compare and order Fractions with numerators greater than 1,Compare and order Fractions with numerators greater than 1,current_1,available,public,True,processed,Comparing Fractions with the Same Denominator Using Fraction Strips | Math with Mr. J
jUUrKRBrTIA,Comparing Fractions with the Same Numerator Using Models | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Spring__Fractions A_5_Compare and order Fractions with numerators greater than 1,Compare and order Fractions with numerators greater than 1,current_2,available,public,True,processed,Comparing Fractions with the Same Numerator Using Models | Math with Mr. J
YKP_4FMbMXY,Comparing Similar Fractions  #shorts,Mr._Tom_Teaches_Again,Year 3_7-8_Spring__Fractions A_5_Compare and order Fractions with numerators greater than 1,Compare and order Fractions with numerators greater than 1,current_3,available,public,True,processed,Comparing Similar Fractions  #shorts
coY1AT8ARHc,Fractions on a Number Line | Identifying and Drawing | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Spring__Fractions A_7_Fractions on a number line,Fractions on a number line,current_1,available,public,True,processed,Fractions on a Number Line | Identifying and Drawing | Math with Mr. J
CneHtPEtMxA,How to Identify Fractions on a Number Line (Practice Problems Included) | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Spring__Fractions A_7_Fractions on a number line,Fractions on a number line,current_2,available,public,True,processed,How to Identify Fractions on a Number Line (Practice Problems Included) | Math with Mr. J
xuO42S9baeg,Identifying Fractions on a Number Line | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Spring__Fractions A_7_Fractions on a number line,Fractions on a number line,current_3,available,public,True,processed,Identifying Fractions on a Number Line | Math with Mr. J
4NRpP2wiByM,Drawing Fractions on a Number Line | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Spring__Fractions A_8_Count in fractions on a number line,Count in fractions on a number line,current_2,available,public,True,processed,Drawing Fractions on a Number Line | Math with Mr. J
icIS-hIAK9c,Equivalent Fractions Using Number Lines (Practice Problems Included) | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Spring__Fractions A_9_Equivalent fractions on a number line,Equivalent fractions on a number line,current_1,available,public,True,processed,Equivalent Fractions Using Number Lines (Practice Problems Included) | Math with Mr. J
pSjhY3JlAjo,Identifying Equivalent Fractions (Practice Problems Included) | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Spring__Fractions A_9_Equivalent fractions on a number line,Equivalent fractions on a number line,current_2,available,public,True,processed,Identifying Equivalent Fractions (Practice Problems Included) | Math with Mr. J
1mF2Mctzx5A,What are equivalent fractions? | Fractions | Mathspace,Mathspace,Year 3_7-8_Spring__Fractions A_9_Equivalent fractions on a number line,Equivalent fractions on a number line,current_3,available,public,True,processed,What are equivalent fractions? | Fractions | Mathspace
kLK32POgOc0,Finding Perimeter by Counting Units | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Spring__Length and perimeter_10_What is perimeter?,What is perimeter?,current_1,available,public,True,processed,Finding Perimeter by Counting Units | Math with Mr. J
MTSlKifo4js,Perimeter for Kids | Math Lesson Video,Homeschool_Pop,Year 3_7-8_Spring__Length and perimeter_10_What is perimeter?,What is perimeter?,current_2,available,public,True,processed,Perimeter for Kids | Math Lesson Video
DwQZNQEtesY,How Do You Calculate the Perimeter of a Rectangle? | KS2 Maths Concept for Kids,Twinkl_Educational_Publishing,Year 3_7-8_Spring__Length and perimeter_11_Measure perimeter,Measure perimeter,current_1,available,public,True,processed,How Do You Calculate the Perimeter of a Rectangle? | KS2 Maths Concept for Kids
i1sUWP80cmA,Measurement/Length: mm cm m and km for Kids,Learn_and_Play_Online!,Year 3_7-8_Spring__Length and perimeter_1_Measure in metres and centimetres,Measure in metres and centimetres,current_1,available,public,True,processed,Measurement/Length: mm cm m and km for Kids
H8GJm1TeHDw,Learn Grade 3 - Maths - Introducing The Measuring Scale,KidsClassroom_-_Nursery_Rhymes_&_Kids_Songs,Year 3_7-8_Spring__Length and perimeter_1_Measure in metres and centimetres,Measure in metres and centimetres,current_2,available,public,True,processed,Learn Grade 3 - Maths - Introducing The Measuring Scale
GGliZ8tGLMg,Class 3 Maths Measuring Length (Chapter 7 Measurement),Learning_Notebook,Year 3_7-8_Spring__Length and perimeter_1_Measure in metres and centimetres,Measure in metres and centimetres,current_3,available,public,True,processed,Class 3 Maths Measuring Length (Chapter 7 Measurement)
xsHDxhnXoJI,"Year 3 Measuring and converting (cm, mm)",My_Virtual_Teacher,Year 3_7-8_Spring__Length and perimeter_2_Measure in millimetres,Measure in millimetres,current_1,available,public,True,processed,"Year 3 Measuring and converting (cm, mm)"
zxKNnMulCmg,Measuring in mm,Amber_Young,Year 3_7-8_Spring__Length and perimeter_2_Measure in millimetres,Measure in millimetres,current_2,available,public,True,processed,Measuring in mm
L8ITzZZQCJY,Measuring Line Segments Using Millimeters,Mrs._Mutschler,Year 3_7-8_Spring__Length and perimeter_2_Measure in millimetres,Measure in millimetres,current_3,available,public,True,processed,Measuring Line Segments Using Millimeters
MOpalJxpc_E,cm and mm math | math for kids | FUN & EASY 💪,Math4Champs,Year 3_7-8_Spring__Length and perimeter_3_Measure in centimetres and millimetres,Measure in centimetres and millimetres,current_1,available,public,True,processed,cm and mm math | math for kids | FUN & EASY 💪
F_26NdwzY04,Length - What units do we use to measure? (Primary School Maths Lesson),Kev_Maher,"Year 3_7-8_Spring__Length and perimeter_4_Metres, centimetres and millimetres","Metres, centimetres and millimetres",current_3,available,public,True,processed,Length - What units do we use to measure? (Primary School Maths Lesson)
4rwFDzZCV6o,"2nd Grade Math 9.5, Centimeters and Meters, Comparing",JoAnn's_School,Year 3_7-8_Spring__Length and perimeter_5_Equivalent lengths (metres and centimetres),Equivalent lengths (metres and centimetres),current_1,available,public,True,processed,"2nd Grade Math 9.5, Centimeters and Meters, Comparing"
gALZRL4v2NM,Meters and Centimeters | Converting m to cm and Converting cm to m | Math with Mr. J,Math_with_Mr._J,Year 3_7-8_Spring__Length and perimeter_5_Equivalent lengths (metres and centimetres),Equivalent lengths (metres and centimetres),current_2,available,public,True,processed,Meters and Centimeters | Converting m to cm and Converting cm to m | Math with Mr. J
s6Sbxfl5EN0,measuring centimeters,Jessica_Dunton,Year 3_7-8_Spring__Length and perimeter_6_Equivalent lengths (centimetres and millimetres),Equivalent lengths (centimetres and millimetres),current_2,available,public,True,processed,measuring centimeters
H-y3wWqI418,"Metric Measurement Conversions - How To Convert Grams, Liters, and Meters",Miacademy_&_MiaPrep_Learning_Channel,Year 3_7-8_Spring__Length and perimeter_6_Equivalent lengths (centimetres and millimetres),Equivalent lengths (centimetres and millimetres),current_3,available,public,True,processed,"Metric Measurement Conversions - How To Convert Grams, Liters, and Meters"
fRKa4oHHgDs,Comparing & Measuring Lengths | Math for 2nd Grade | Kids Academy,Kids_Academy,Year 3_7-8_Spring__Length and perimeter_7_Compare lengths,Compare lengths,current_2,available,public,True,processed,Comparing & Measuring Lengths | Math for 2nd Grade | Kids Academy
9f7qQkZ9yJ8,"2nd Grade Math 9.7, Measure and Compare Lengths in Centimeters",JoAnn's_School,Year 3_7-8_Spring__Length and perimeter_7_Compare lengths,Compare lengths,current_3,available,public,True,processed,"2nd Grade Math 9.7, Measure and Compare Lengths in Centimeters"
Yl3IPo8kzu0,Perimeter - Working Around Polygons,Miacademy_&_MiaPrep_Learning_Channel,Year 3_7-8_Spring__Length and perimeter_8_Add lengths,Add lengths,current_1,available,public,True,processed,Perimeter - Working Around Polygons
D8Ia_vTAcJA,Finding the Perimeter | How to Find Perimeter for Elementary Students,Math_with_Mr._J,Year 3_7-8_Spring__Length and perimeter_8_Add lengths,Add lengths,current_2,available,public,True,processed,Finding the Perimeter | How to Find Perimeter for Elementary Students
63YJ5XtRGfc,Grade 4 Mathematics Chapter 9 Class 4 Subtraction of Length,the_Garden_School,Year 3_7-8_Spring__Length and perimeter_9_Subtract lengths,Subtract lengths,current_1,available,public,True,processed,Grade 4 Mathematics Chapter 9 Class 4 Subtraction of Length
9GDze3p-3hU,Fri 5th Subtract lengths,Smithman_Year_3,Year 3_7-8_Spring__Length and perimeter_9_Subtract lengths,Subtract lengths,current_2,available,public,True,processed,Fri 5th Subtract lengths
rEb_P8ZGxd4,Maths - Reading Different Weighing Scales (Primary School Maths Lesson),Kev_Maher,Year 3_7-8_Spring__Mass and capacity_1_Use scales,Use scales,current_1,available,public,True,processed,Maths - Reading Different Weighing Scales (Primary School Maths Lesson)
IonropPEVLw,Year 2   Maths   10 02 21,Billingshurst_Primary_Academy,Year 3_7-8_Spring__Mass and capacity_1_Use scales,Use scales,current_2,available,public,True,processed,Year 2   Maths   10 02 21
NplCDFsuU5w,Maths: Week 4 Lesson 1- Measuring mass using grams,Mrs_Laudan,Year 3_7-8_Spring__Mass and capacity_1_Use scales,Use scales,current_3,available,public,True,processed,Maths: Week 4 Lesson 1- Measuring mass using grams
hR1XW_RUpyw,(MATH) How to Measure Mass in Grams and Kilograms? | #iQuestionPH,iQuestion_PH,Year 3_7-8_Spring__Mass and capacity_3_Measure mass in kilograms and grams,Measure mass in kilograms and grams,current_2,available,public,True,processed,(MATH) How to Measure Mass in Grams and Kilograms? | #iQuestionPH
4GX1t0BrtW4,Application of Metric Conversions - Real-World Metric Word Problems,Miacademy_&_MiaPrep_Learning_Channel,Year 3_7-8_Spring__Mass and capacity_4_Equivalent masses (kilograms and grams),Equivalent masses (kilograms and grams),current_1,available,public,True,processed,Application of Metric Conversions - Real-World Metric Word Problems
4VmSRk05Oq0,Learn about Metric Liquid Volume!,Mr._Tom_Teaches_Again,Year 3_7-8_Spring__Mass and capacity_7_Measure capacity and volume in millilitres,Measure capacity and volume in millilitres,current_3,available,public,True,processed,Learn about Metric Liquid Volume!
aZmolc8o4uQ,Scale Factor: How To Use Grid Lines To Calculate the Scale Factor,Miacademy_&_MiaPrep_Learning_Channel,Year 3_7-8_Spring__Multiplication and division B_10_Scaling,Scaling,current_1,available,public,True,processed,Scale Factor: How To Use Grid Lines To Calculate the Scale Factor
tapR925Q7aA,Identifying multiplication and division story problems | Multiplication and Division | Year 5,Mathspace,Year 3_7-8_Spring__Multiplication and division B_10_Scaling,Scaling,current_2,available,public,True,processed,Identifying multiplication and division story problems | Multiplication and Division | Year 5
2d4qPe7NvHQ,"4th Grade Math 2.1, Multiplication Comparisons",JoAnn's_School,Year 3_7-8_Spring__Multiplication and division B_10_Scaling,Scaling,current_3,available,public,True,processed,"4th Grade Math 2.1, Multiplication Comparisons"
3PFCuKv8Sug,"Working With Operations Wrap-Up - Review Addition, Subtraction, Multiplication, and Division",Miacademy_&_MiaPrep_Learning_Channel,Year 3_7-8_Spring__Multiplication and division B_11_Practise different ways to do multiplication and division,Practise different ways to do multiplication and division,current_2,available,public,True,processed,"Working With Operations Wrap-Up - Review Addition, Subtraction, Multiplication, and Division"
a_jBe_g9FYs,"3rd Grade Math 5.5, Multiply 1-Digit Numbers by Multiples of 10",JoAnn's_School,Year 3_7-8_Spring__Multiplication and division B_1_Multiples of 10,Multiples of 10,current_3,available,public,True,processed,"3rd Grade Math 5.5, Multiply 1-Digit Numbers by Multiples of 10"
dkBGWfiWjbc,How to solve story problems with multiplication and division | Multiplication and Division | Year 4,Mathspace,Year 3_7-8_Spring__Multiplication and division B_3_Reasoning about multiplication,Reasoning about multiplication,current_3,available,public,True,processed,How to solve story problems with multiplication and division | Multiplication and Division | Year 4
1MiOUwVrwy0,Multiplication Techniques: Partitioning of Numbers - Spark Learning,Spark_Learning,Year 3_7-8_Spring__Multiplication and division B_4_Multiply a 2-digit number by a 1-digit number – no exchange,Multiply a 2-digit number by a 1-digit number – no exchange,current_1,available,public,True,processed,Multiplication Techniques: Partitioning of Numbers - Spark Learning
-BV3HXcRRYI,"4th Grade Math 2.5, Multiply Using the Distributive Property",JoAnn's_School,Year 3_7-8_Spring__Multiplication and division B_4_Multiply a 2-digit number by a 1-digit number – no exchange,Multiply a 2-digit number by a 1-digit number – no exchange,current_2,available,public,True,processed,"4th Grade Math 2.5, Multiply Using the Distributive Property"
yxrQphJSfsg,Multiply By 1 Digit Numbers With Regroup,EdgeAll,Year 3_7-8_Spring__Multiplication and division B_4_Multiply a 2-digit number by a 1-digit number – no exchange,Multiply a 2-digit number by a 1-digit number – no exchange,current_3,available,public,True,processed,Multiply By 1 Digit Numbers With Regroup
6c8cpUqGcDY,"4th Grade Math 2.10, Multiply 2-digit Numbers by 1-digit Numbers with Regrouping",JoAnn's_School,Year 3_7-8_Spring__Multiplication and division B_5_Multiply a 2-digit number by a 1-digit number – with exchange,Multiply a 2-digit number by a 1-digit number – with exchange,current_2,available,public,True,processed,"4th Grade Math 2.10, Multiply 2-digit Numbers by 1-digit Numbers with Regrouping"
jryxKOt5rQI,"2-Digit × 2-Digit Multiplication - Area Models, Partial Products, and the Multiplication Algorithm",Miacademy_&_MiaPrep_Learning_Channel,Year 3_7-8_Spring__Multiplication and division B_5_Multiply a 2-digit number by a 1-digit number – with exchange,Multiply a 2-digit number by a 1-digit number – with exchange,current_3,available,public,True,processed,"2-Digit × 2-Digit Multiplication - Area Models, Partial Products, and the Multiplication Algorithm"
0u4NO1Wnytk,Short Division Stage - 1 Key Stage 1 & 2 - Maths,Miss_Educate,Year 3_7-8_Spring__Multiplication and division B_7_Divide a 2-digit number by a 1-digit number – no exchange,Divide a 2-digit number by a 1-digit number – no exchange,current_1,available,public,True,processed,Short Division Stage - 1 Key Stage 1 & 2 - Maths
McHo9PYYCTc,Divide a multiple of 10 by a single-digit number | Division | Year 3,Key_Stage_2_Maths,Year 3_7-8_Spring__Multiplication and division B_7_Divide a 2-digit number by a 1-digit number – no exchange,Divide a 2-digit number by a 1-digit number – no exchange,current_2,available,public,True,processed,Divide a multiple of 10 by a single-digit number | Division | Year 3
zJ250Pg1mpQ,What Is Short Division? | KS2 Maths Concept for Kids,Twinkl_Educational_Publishing,Year 3_7-8_Spring__Multiplication and division B_7_Divide a 2-digit number by a 1-digit number – no exchange,Divide a 2-digit number by a 1-digit number – no exchange,current_3,available,public,True,processed,What Is Short Division? | KS2 Maths Concept for Kids
