year,age,term,difficulty,topic,small_step_num,small_step_num_in_topic,small_step_num_global,small_step,small_step_name,small_step_desc,ss_wr_desc,ss_desc_validated,ss_desc_validated_source,small_step_id,small_step_key,rank,recommendation_num,recommendation_id,video_id,title,video_title,channel,duration,duration_formatted,semantic_score,alignment_score,instruction_score,combined_score,alignment_justification,instruction_justification,run_signature
Year 1,5-6,Autumn,,Addition and subtraction within 10,13,13,28,Fact families – the eight facts,Fact families – the eight facts,"Now that children have been exposed to both addition and subtraction, in this small step they build on their knowledge of addition fact families to find all eight facts within a fact family. An example of such a fact family is: 3 + 5 = 8 8 = 3 + 5 5 + 3 = 8 8 = 5 + 3 8 − 5 = 3 3 = 8 − 5 8 − 3 = 5 5 = 8 − 3 Initially, the focus is on identifying the facts from a completed part-whole model or number sentence. Once children are secure in this, they can start to use questions in similar structures to those they have seen previously, to complete a calculation and find its related fact family.","Now that children have been exposed to both addition and subtraction, in this small step they build on their knowledge of addition fact families to find all eight facts within a fact family. An example of such a fact family is: 3 + 5 = 8 8 = 3 + 5 5 + 3 = 8 8 = 5 + 3 8 − 5 = 3 3 = 8 − 5 8 − 3 = 5 5 = 8 − 3 Initially, the focus is on identifying the facts from a completed part-whole model or number sentence. Once children are secure in this, they can start to use questions in similar structures to those they have seen previously, to complete a calculation and find its related fact family.",find all facts within a fact family.,override,Year 1_5-6_Autumn__Addition and subtraction within 10_13_Fact families – the eight facts,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__13__fact-families--the-eight-facts,1,1,Year 1_5-6_Autumn__Addition and subtraction within 10_13_Fact families – the eight facts_recommendation_1,lg58lQzvrjA,Fact Families | Inverse | Maths with Mrs B.,Fact Families | Inverse | Maths with Mrs B.,Maths_with_Mrs_B,00:03:09,00:03:09,0.7986,95.0,75.0,0.8167,"The video focuses directly on teaching addition and subtraction fact families, which aligns perfectly with the target objective of finding all facts within a fact family. It effectively demonstrates the concept using examples suitable for 5-6 year-olds, maintaining a clear focus on the objective without drifting into broader topics.","The transcript effectively introduces the concept of fact families using simple language and clear examples, which is appropriate for the age group. However, while it provides some engagement prompts, the explanation could benefit from more visual aids and interactive elements to enhance understanding and maintain interest.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,13,13,28,Fact families – the eight facts,Fact families – the eight facts,"Now that children have been exposed to both addition and subtraction, in this small step they build on their knowledge of addition fact families to find all eight facts within a fact family. An example of such a fact family is: 3 + 5 = 8 8 = 3 + 5 5 + 3 = 8 8 = 5 + 3 8 − 5 = 3 3 = 8 − 5 8 − 3 = 5 5 = 8 − 3 Initially, the focus is on identifying the facts from a completed part-whole model or number sentence. Once children are secure in this, they can start to use questions in similar structures to those they have seen previously, to complete a calculation and find its related fact family.","Now that children have been exposed to both addition and subtraction, in this small step they build on their knowledge of addition fact families to find all eight facts within a fact family. An example of such a fact family is: 3 + 5 = 8 8 = 3 + 5 5 + 3 = 8 8 = 5 + 3 8 − 5 = 3 3 = 8 − 5 8 − 3 = 5 5 = 8 − 3 Initially, the focus is on identifying the facts from a completed part-whole model or number sentence. Once children are secure in this, they can start to use questions in similar structures to those they have seen previously, to complete a calculation and find its related fact family.",find all facts within a fact family.,override,Year 1_5-6_Autumn__Addition and subtraction within 10_13_Fact families – the eight facts,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__13__fact-families--the-eight-facts,2,2,Year 1_5-6_Autumn__Addition and subtraction within 10_13_Fact families – the eight facts_recommendation_2,3P5CiF0RAmY,Fact  Family 8-2-10.,Fact  Family 8-2-10.,Mr._Tom_Teaches_Again,00:02:57,00:02:57,0.8596,90.0,60.0,0.8028,"The video directly addresses the target objective by teaching fact families using addition and subtraction within 10, specifically focusing on the eight facts related to the numbers 8, 2, and 10. It maintains an appropriate scope without drifting into broader objectives, and the language and concepts are suitable for 5-6 year old learners who are new to the topic.","The transcript provides a basic explanation of fact families and includes some worked examples, but it lacks engaging visuals or diagrams that would help young learners grasp the concept more effectively. Additionally, the language is somewhat complex for 5-6 year-olds, and the introduction of terms like 'fact family triangle' is not clearly defined or illustrated, which may confuse the target audience.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,13,13,28,Fact families – the eight facts,Fact families – the eight facts,"Now that children have been exposed to both addition and subtraction, in this small step they build on their knowledge of addition fact families to find all eight facts within a fact family. An example of such a fact family is: 3 + 5 = 8 8 = 3 + 5 5 + 3 = 8 8 = 5 + 3 8 − 5 = 3 3 = 8 − 5 8 − 3 = 5 5 = 8 − 3 Initially, the focus is on identifying the facts from a completed part-whole model or number sentence. Once children are secure in this, they can start to use questions in similar structures to those they have seen previously, to complete a calculation and find its related fact family.","Now that children have been exposed to both addition and subtraction, in this small step they build on their knowledge of addition fact families to find all eight facts within a fact family. An example of such a fact family is: 3 + 5 = 8 8 = 3 + 5 5 + 3 = 8 8 = 5 + 3 8 − 5 = 3 3 = 8 − 5 8 − 3 = 5 5 = 8 − 3 Initially, the focus is on identifying the facts from a completed part-whole model or number sentence. Once children are secure in this, they can start to use questions in similar structures to those they have seen previously, to complete a calculation and find its related fact family.",find all facts within a fact family.,override,Year 1_5-6_Autumn__Addition and subtraction within 10_13_Fact families – the eight facts,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__13__fact-families--the-eight-facts,3,3,Year 1_5-6_Autumn__Addition and subtraction within 10_13_Fact families – the eight facts_recommendation_3,s1G8QYtNxCc,Fact Family 3-3-0,Fact Family 3-3-0,Mr._Tom_Teaches_Again,00:05:59,00:05:59,0.8039,85.0,75.0,0.7996,"The video effectively focuses on fact families and demonstrates how to derive addition and subtraction facts from the numbers 3, 3, and 0, which aligns well with the target objective. However, it introduces additional concepts like the identity and zero properties, which, while informative, may be slightly advanced for 5-6 year-olds who are new to the topic.","The transcript effectively introduces the concept of fact families using a relatable character and a visual aid (fact family triangle), which is suitable for young learners. However, while it includes some properties of addition and subtraction, the introduction of terms like 'identity property' and 'zero property' may be too complex for 5-6 year olds without sufficient explanation or context, potentially distracting from the core concept.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,14,14,29,Subtraction – take away/cross out (How many left?),Subtraction – take away/cross out (How many left?),"are introduced to the structure of subtraction that is “taking away”. This is the first time within this block that they will have seen such questions. In the same way as they were introduced to partitioning, this is done within this step without the use of the subtraction symbol. Use of the subtraction symbol follows formally in the next small step. Taking away is often the structure of subtraction that children are more familiar and comfortable with, as they can physically take things away to support their understanding. They can then move on to crossing out on diagrams and pictures. In each question, children are required to find out how many are left. In later steps, children will use number sentences for this type of problem. Although physically taking away can aid initial understanding, moving towards crossing out can help children to relate the numbers in the number sentences to the question and understand what each number represents.","are introduced to the structure of subtraction that is “taking away”. This is the first time within this block that they will have seen such questions. In the same way as they were introduced to partitioning, this is done within this step without the use of the subtraction symbol. Use of the subtraction symbol follows formally in the next small step. Taking away is often the structure of subtraction that children are more familiar and comfortable with, as they can physically take things away to support their understanding. They can then move on to crossing out on diagrams and pictures. In each question, children are required to find out how many are left. In later steps, children will use number sentences for this type of problem. Although physically taking away can aid initial understanding, moving towards crossing out can help children to relate the numbers in the number sentences to the question and understand what each number represents.","are introduced to the structure of subtraction that is “taking away”. This is the first time within this block that they will have seen such questions. In the same way as they were introduced to partitioning, this is done within this step without the use of the subtraction symbol. Use of the subtraction symbol follows formally in the next small step. Taking away is often the structure of subtraction that children are more familiar and comfortable with, as they can physically take things away to support their understanding. They can then move on to crossing out on diagrams and pictures. In each question, children are required to find out how many are left. In later steps, children will use number sentences for this type of problem. Although physically taking away can aid initial understanding, moving towards crossing out can help children to relate the numbers in the number sentences to the question and understand what each number represents.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_14_Subtraction – take away/cross out (How many left?),year-1__5-6__autumn__blank__addition-and-subtraction-within-10__14__subtraction--take-awaycross-out-how-many-left,1,1,Year 1_5-6_Autumn__Addition and subtraction within 10_14_Subtraction – take away/cross out (How many left?)_recommendation_1,7CjQlb_RRzE,Subtraction: Identify the Difference (0-10),Subtraction: Identify the Difference (0-10),Meaghan_Kaufenberg,00:08:35,00:08:35,0.7843,90.0,75.0,0.7989,"The transcript aligns well with the target curriculum objective by introducing subtraction as 'taking away' and guiding students to identify how many are left using pictures. It maintains a suitable focus on the objective without drifting into broader topics, and the teaching methods, such as circling and counting, are age-appropriate for 5-6 year olds.","The transcript effectively introduces the concept of subtraction as 'taking away' and uses relatable examples like popsicles and cupcakes, which are appropriate for young learners. However, while it maintains focus on the single concept of subtraction, the introduction of the term 'difference' could be confusing without a clear, age-appropriate definition and examples. The language is mostly suitable, but could be simplified further to enhance understanding.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,14,14,29,Subtraction – take away/cross out (How many left?),Subtraction – take away/cross out (How many left?),"are introduced to the structure of subtraction that is “taking away”. This is the first time within this block that they will have seen such questions. In the same way as they were introduced to partitioning, this is done within this step without the use of the subtraction symbol. Use of the subtraction symbol follows formally in the next small step. Taking away is often the structure of subtraction that children are more familiar and comfortable with, as they can physically take things away to support their understanding. They can then move on to crossing out on diagrams and pictures. In each question, children are required to find out how many are left. In later steps, children will use number sentences for this type of problem. Although physically taking away can aid initial understanding, moving towards crossing out can help children to relate the numbers in the number sentences to the question and understand what each number represents.","are introduced to the structure of subtraction that is “taking away”. This is the first time within this block that they will have seen such questions. In the same way as they were introduced to partitioning, this is done within this step without the use of the subtraction symbol. Use of the subtraction symbol follows formally in the next small step. Taking away is often the structure of subtraction that children are more familiar and comfortable with, as they can physically take things away to support their understanding. They can then move on to crossing out on diagrams and pictures. In each question, children are required to find out how many are left. In later steps, children will use number sentences for this type of problem. Although physically taking away can aid initial understanding, moving towards crossing out can help children to relate the numbers in the number sentences to the question and understand what each number represents.","are introduced to the structure of subtraction that is “taking away”. This is the first time within this block that they will have seen such questions. In the same way as they were introduced to partitioning, this is done within this step without the use of the subtraction symbol. Use of the subtraction symbol follows formally in the next small step. Taking away is often the structure of subtraction that children are more familiar and comfortable with, as they can physically take things away to support their understanding. They can then move on to crossing out on diagrams and pictures. In each question, children are required to find out how many are left. In later steps, children will use number sentences for this type of problem. Although physically taking away can aid initial understanding, moving towards crossing out can help children to relate the numbers in the number sentences to the question and understand what each number represents.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_14_Subtraction – take away/cross out (How many left?),year-1__5-6__autumn__blank__addition-and-subtraction-within-10__14__subtraction--take-awaycross-out-how-many-left,2,2,Year 1_5-6_Autumn__Addition and subtraction within 10_14_Subtraction – take away/cross out (How many left?)_recommendation_2,Gp3BCbRZ_qc,"Grade 1 Math 2.8, Take apart numbers (to subtract)","Grade 1 Math 2.8, Take apart numbers (to subtract)",JoAnn's_School,00:09:28,00:09:28,0.7246,90.0,75.0,0.766,"The transcript effectively introduces the concept of subtraction as 'taking away' by using physical examples and visual aids, which aligns well with the target objective for learners aged 5-6. It maintains a clear focus on subtraction within 10, avoiding broader objectives, and provides multiple examples that reinforce the concept of how many are left after taking away, making it suitable for beginners.","The transcript effectively introduces the concept of subtraction through a clear focus on taking away, using relatable examples like cherries and cookies. However, while it provides some visual cues and patterns, the language could be simplified further for 5-6 year-olds, and more engagement prompts could enhance interaction and understanding.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,14,14,29,Subtraction – take away/cross out (How many left?),Subtraction – take away/cross out (How many left?),"are introduced to the structure of subtraction that is “taking away”. This is the first time within this block that they will have seen such questions. In the same way as they were introduced to partitioning, this is done within this step without the use of the subtraction symbol. Use of the subtraction symbol follows formally in the next small step. Taking away is often the structure of subtraction that children are more familiar and comfortable with, as they can physically take things away to support their understanding. They can then move on to crossing out on diagrams and pictures. In each question, children are required to find out how many are left. In later steps, children will use number sentences for this type of problem. Although physically taking away can aid initial understanding, moving towards crossing out can help children to relate the numbers in the number sentences to the question and understand what each number represents.","are introduced to the structure of subtraction that is “taking away”. This is the first time within this block that they will have seen such questions. In the same way as they were introduced to partitioning, this is done within this step without the use of the subtraction symbol. Use of the subtraction symbol follows formally in the next small step. Taking away is often the structure of subtraction that children are more familiar and comfortable with, as they can physically take things away to support their understanding. They can then move on to crossing out on diagrams and pictures. In each question, children are required to find out how many are left. In later steps, children will use number sentences for this type of problem. Although physically taking away can aid initial understanding, moving towards crossing out can help children to relate the numbers in the number sentences to the question and understand what each number represents.","are introduced to the structure of subtraction that is “taking away”. This is the first time within this block that they will have seen such questions. In the same way as they were introduced to partitioning, this is done within this step without the use of the subtraction symbol. Use of the subtraction symbol follows formally in the next small step. Taking away is often the structure of subtraction that children are more familiar and comfortable with, as they can physically take things away to support their understanding. They can then move on to crossing out on diagrams and pictures. In each question, children are required to find out how many are left. In later steps, children will use number sentences for this type of problem. Although physically taking away can aid initial understanding, moving towards crossing out can help children to relate the numbers in the number sentences to the question and understand what each number represents.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_14_Subtraction – take away/cross out (How many left?),year-1__5-6__autumn__blank__addition-and-subtraction-within-10__14__subtraction--take-awaycross-out-how-many-left,3,3,Year 1_5-6_Autumn__Addition and subtraction within 10_14_Subtraction – take away/cross out (How many left?)_recommendation_3,JpvebNbmpKI,How Many Left? | Subtraction | Maths with Mrs B.,How Many Left? | Subtraction | Maths with Mrs B.,Maths_with_Mrs_B,00:03:45,00:03:45,0.7694,60.0,70.0,0.7182,"The video introduces subtraction by using the concept of taking away, which aligns with the target objective. However, it prematurely introduces the subtraction symbol and number sentences, which may confuse learners who are new to the topic and have not yet been introduced to these concepts. The focus should remain on the physical act of taking away and counting how many are left without introducing formal notation.","The transcript effectively introduces the concept of subtraction through relatable examples and encourages engagement with a pause for student response. However, it uses the subtraction symbol too early and lacks pictorial or diagrammatic support, which is crucial for young learners to visualize the concept of 'taking away'.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,15,15,30,Subtraction – take away (How many left?),Subtraction – take away (How many left?),"formalise their learning from the previous step. They again focus on subtraction questions that require them to take away, but this time record their findings in a number sentence. The use of “first, then, now” stories can aid understanding and help children to relate the question to the number sentence. For example, for the story “First there were 5 birds in a tree. Then 2 of the birds flew away. Now there are 3 birds in the tree”, the related subtraction sentence is 5 − 2 = 3. Encourage children to recognise that the 5 represents the number of birds at the start, the 2 represents the number of birds that flew away and the 3 represents the number of birds that are left. Initially, children simply form the subtraction sentences for a given scenario. Then they move on to questions where they need to work out how many are left. Use of concrete resources and pictorial representations is useful throughout.","formalise their learning from the previous step. They again focus on subtraction questions that require them to take away, but this time record their findings in a number sentence. The use of “first, then, now” stories can aid understanding and help children to relate the question to the number sentence. For example, for the story “First there were 5 birds in a tree. Then 2 of the birds flew away. Now there are 3 birds in the tree”, the related subtraction sentence is 5 − 2 = 3. Encourage children to recognise that the 5 represents the number of birds at the start, the 2 represents the number of birds that flew away and the 3 represents the number of birds that are left. Initially, children simply form the subtraction sentences for a given scenario. Then they move on to questions where they need to work out how many are left. Use of concrete resources and pictorial representations is useful throughout.","formalise their learning from the previous step. They again focus on subtraction questions that require them to take away, but this time record their findings in a number sentence. The use of “first, then, now” stories can aid understanding and help children to relate the question to the number sentence. For example, for the story “First there were 5 birds in a tree. Then 2 of the birds flew away. Now there are 3 birds in the tree”, the related subtraction sentence is 5 − 2 = 3. Encourage children to recognise that the 5 represents the number of birds at the start, the 2 represents the number of birds that flew away and the 3 represents the number of birds that are left. Initially, children simply form the subtraction sentences for a given scenario. Then they move on to questions where they need to work out how many are left. Use of concrete resources and pictorial representations is useful throughout.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_15_Subtraction – take away (How many left?),year-1__5-6__autumn__blank__addition-and-subtraction-within-10__15__subtraction--take-away-how-many-left,1,1,Year 1_5-6_Autumn__Addition and subtraction within 10_15_Subtraction – take away (How many left?)_recommendation_1,it3SZq19l0M,Subtraction Sentences - Write and Solve Subtraction Problems,Subtraction Sentences - Write and Solve Subtraction Problems,Miacademy_&_MiaPrep_Learning_Channel,00:06:14,00:06:14,0.838,95.0,85.0,0.8634,"The transcript closely aligns with the target curriculum objective by focusing on subtraction through number stories and number sentences, which is essential for learners aged 5-6. It effectively uses concrete resources like counters and pictorial representations to aid understanding, while also guiding students through the process of forming and solving subtraction sentences, fulfilling the objective's requirements.","The transcript effectively introduces subtraction through relatable stories and concrete examples, maintaining a focus on a single concept throughout. The language is age-appropriate, and it uses pictorial representations and step-by-step reasoning to engage young learners, although the introduction of terms like 'whole' could have been better defined for clarity.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,15,15,30,Subtraction – take away (How many left?),Subtraction – take away (How many left?),"formalise their learning from the previous step. They again focus on subtraction questions that require them to take away, but this time record their findings in a number sentence. The use of “first, then, now” stories can aid understanding and help children to relate the question to the number sentence. For example, for the story “First there were 5 birds in a tree. Then 2 of the birds flew away. Now there are 3 birds in the tree”, the related subtraction sentence is 5 − 2 = 3. Encourage children to recognise that the 5 represents the number of birds at the start, the 2 represents the number of birds that flew away and the 3 represents the number of birds that are left. Initially, children simply form the subtraction sentences for a given scenario. Then they move on to questions where they need to work out how many are left. Use of concrete resources and pictorial representations is useful throughout.","formalise their learning from the previous step. They again focus on subtraction questions that require them to take away, but this time record their findings in a number sentence. The use of “first, then, now” stories can aid understanding and help children to relate the question to the number sentence. For example, for the story “First there were 5 birds in a tree. Then 2 of the birds flew away. Now there are 3 birds in the tree”, the related subtraction sentence is 5 − 2 = 3. Encourage children to recognise that the 5 represents the number of birds at the start, the 2 represents the number of birds that flew away and the 3 represents the number of birds that are left. Initially, children simply form the subtraction sentences for a given scenario. Then they move on to questions where they need to work out how many are left. Use of concrete resources and pictorial representations is useful throughout.","formalise their learning from the previous step. They again focus on subtraction questions that require them to take away, but this time record their findings in a number sentence. The use of “first, then, now” stories can aid understanding and help children to relate the question to the number sentence. For example, for the story “First there were 5 birds in a tree. Then 2 of the birds flew away. Now there are 3 birds in the tree”, the related subtraction sentence is 5 − 2 = 3. Encourage children to recognise that the 5 represents the number of birds at the start, the 2 represents the number of birds that flew away and the 3 represents the number of birds that are left. Initially, children simply form the subtraction sentences for a given scenario. Then they move on to questions where they need to work out how many are left. Use of concrete resources and pictorial representations is useful throughout.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_15_Subtraction – take away (How many left?),year-1__5-6__autumn__blank__addition-and-subtraction-within-10__15__subtraction--take-away-how-many-left,2,2,Year 1_5-6_Autumn__Addition and subtraction within 10_15_Subtraction – take away (How many left?)_recommendation_2,d5q5_vusNAo,Subtraction - Kindergarten Math Lesson for Beginners,Subtraction - Kindergarten Math Lesson for Beginners,Miacademy_&_MiaPrep_Learning_Channel,00:05:59,00:05:59,0.7596,90.0,85.0,0.8103,"The video effectively introduces subtraction through relatable scenarios involving bunnies, aligning well with the target objective of taking away and recording findings in a number sentence. It maintains focus on subtraction without drifting into broader objectives and uses age-appropriate language and methods suitable for 5-6 year olds, including visual aids and concrete resources.","The transcript effectively introduces subtraction through engaging storytelling and relatable examples, maintaining a clear focus on the concept of taking away. It uses simple language appropriate for young learners, incorporates pictorial representations, and encourages active participation with prompts for using fingers and counters, which aids understanding. However, a bit more emphasis on the connection between the stories and the corresponding number sentences could enhance clarity.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,15,15,30,Subtraction – take away (How many left?),Subtraction – take away (How many left?),"formalise their learning from the previous step. They again focus on subtraction questions that require them to take away, but this time record their findings in a number sentence. The use of “first, then, now” stories can aid understanding and help children to relate the question to the number sentence. For example, for the story “First there were 5 birds in a tree. Then 2 of the birds flew away. Now there are 3 birds in the tree”, the related subtraction sentence is 5 − 2 = 3. Encourage children to recognise that the 5 represents the number of birds at the start, the 2 represents the number of birds that flew away and the 3 represents the number of birds that are left. Initially, children simply form the subtraction sentences for a given scenario. Then they move on to questions where they need to work out how many are left. Use of concrete resources and pictorial representations is useful throughout.","formalise their learning from the previous step. They again focus on subtraction questions that require them to take away, but this time record their findings in a number sentence. The use of “first, then, now” stories can aid understanding and help children to relate the question to the number sentence. For example, for the story “First there were 5 birds in a tree. Then 2 of the birds flew away. Now there are 3 birds in the tree”, the related subtraction sentence is 5 − 2 = 3. Encourage children to recognise that the 5 represents the number of birds at the start, the 2 represents the number of birds that flew away and the 3 represents the number of birds that are left. Initially, children simply form the subtraction sentences for a given scenario. Then they move on to questions where they need to work out how many are left. Use of concrete resources and pictorial representations is useful throughout.","formalise their learning from the previous step. They again focus on subtraction questions that require them to take away, but this time record their findings in a number sentence. The use of “first, then, now” stories can aid understanding and help children to relate the question to the number sentence. For example, for the story “First there were 5 birds in a tree. Then 2 of the birds flew away. Now there are 3 birds in the tree”, the related subtraction sentence is 5 − 2 = 3. Encourage children to recognise that the 5 represents the number of birds at the start, the 2 represents the number of birds that flew away and the 3 represents the number of birds that are left. Initially, children simply form the subtraction sentences for a given scenario. Then they move on to questions where they need to work out how many are left. Use of concrete resources and pictorial representations is useful throughout.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_15_Subtraction – take away (How many left?),year-1__5-6__autumn__blank__addition-and-subtraction-within-10__15__subtraction--take-away-how-many-left,3,3,Year 1_5-6_Autumn__Addition and subtraction within 10_15_Subtraction – take away (How many left?)_recommendation_3,6XBPwdoRWVQ,Easy Subtraction | Basic Math Lessons with Homeschool Pop,Easy Subtraction | Basic Math Lessons with Homeschool Pop,Homeschool_Pop,00:09:09,00:09:09,0.7718,85.0,85.0,0.807,"The video effectively introduces subtraction through relatable scenarios and encourages learners to engage with the concept by asking them to solve subtraction problems. However, it lacks explicit use of 'first, then, now' stories and does not consistently connect the subtraction sentences to the scenarios, which is essential for formalizing their learning as outlined in the curriculum objective.","The transcript effectively introduces subtraction through relatable examples and engaging scenarios, maintaining a focus on the core concept throughout. The language is age-appropriate, and the use of interactive prompts encourages student engagement. However, while there are some pictorial references, more explicit visual aids could enhance understanding for young learners.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,16,16,31,Subtraction on a number line,Subtraction on a number line,"look at subtraction on a number line for the first time. Children use the method of “counting back” to find the answers to subtraction calculations. As they did when adding more, they start from the “first” number and then count back to find the answer. These questions can be linked to examples and scenarios they have used in earlier steps in this block. This allows children to first focus their attention on how the number line helps with the calculation, before they move on to work more abstractly to complete subtractions by counting back. As in the previous step, encourage children to think about each number within a calculation, what it represents and how it is shown on the number line. For example, in 5 − 3 = 2, 5 is the number they start at, 3 is the number of jumps back they do and 2 is the number they land on.","look at subtraction on a number line for the first time. Children use the method of “counting back” to find the answers to subtraction calculations. As they did when adding more, they start from the “first” number and then count back to find the answer. These questions can be linked to examples and scenarios they have used in earlier steps in this block. This allows children to first focus their attention on how the number line helps with the calculation, before they move on to work more abstractly to complete subtractions by counting back. As in the previous step, encourage children to think about each number within a calculation, what it represents and how it is shown on the number line. For example, in 5 − 3 = 2, 5 is the number they start at, 3 is the number of jumps back they do and 2 is the number they land on.","look at subtraction on a number line for the first time. Children use the method of “counting back” to find the answers to subtraction calculations. As they did when adding more, they start from the “first” number and then count back to find the answer. These questions can be linked to examples and scenarios they have used in earlier steps in this block. This allows children to first focus their attention on how the number line helps with the calculation, before they move on to work more abstractly to complete subtractions by counting back. As in the previous step, encourage children to think about each number within a calculation, what it represents and how it is shown on the number line. For example, in 5 − 3 = 2, 5 is the number they start at, 3 is the number of jumps back they do and 2 is the number they land on.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_16_Subtraction on a number line,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__16__subtraction-on-a-number-line,1,1,Year 1_5-6_Autumn__Addition and subtraction within 10_16_Subtraction on a number line_recommendation_1,pQxlvjYtw5w,Number Line Addition and Subtraction - Kindergarten Math Practice,Number Line Addition and Subtraction - Kindergarten Math Practice,Miacademy_&_MiaPrep_Learning_Channel,00:06:52,00:06:52,0.8752,90.0,85.0,0.8739,"The transcript effectively introduces subtraction on a number line using the characters Backward Bunny and Forward Frog, which aligns well with the target objective. It focuses on counting back to find answers to subtraction problems, suitable for the age group, while maintaining a clear distinction between addition and subtraction without drifting into broader objectives.","The transcript effectively introduces subtraction on a number line using engaging characters and clear explanations. It maintains focus on the single concept of counting back for subtraction, uses simple language appropriate for young learners, and includes interactive prompts for student engagement. However, it could benefit from more pictographic examples to further illustrate the concept visually.",69b4e62b366609314355839d655efc3f31370abb
Year 1,5-6,Autumn,,Addition and subtraction within 10,16,16,31,Subtraction on a number line,Subtraction on a number line,"look at subtraction on a number line for the first time. Children use the method of “counting back” to find the answers to subtraction calculations. As they did when adding more, they start from the “first” number and then count back to find the answer. These questions can be linked to examples and scenarios they have used in earlier steps in this block. This allows children to first focus their attention on how the number line helps with the calculation, before they move on to work more abstractly to complete subtractions by counting back. As in the previous step, encourage children to think about each number within a calculation, what it represents and how it is shown on the number line. For example, in 5 − 3 = 2, 5 is the number they start at, 3 is the number of jumps back they do and 2 is the number they land on.","look at subtraction on a number line for the first time. Children use the method of “counting back” to find the answers to subtraction calculations. As they did when adding more, they start from the “first” number and then count back to find the answer. These questions can be linked to examples and scenarios they have used in earlier steps in this block. This allows children to first focus their attention on how the number line helps with the calculation, before they move on to work more abstractly to complete subtractions by counting back. As in the previous step, encourage children to think about each number within a calculation, what it represents and how it is shown on the number line. For example, in 5 − 3 = 2, 5 is the number they start at, 3 is the number of jumps back they do and 2 is the number they land on.","look at subtraction on a number line for the first time. Children use the method of “counting back” to find the answers to subtraction calculations. As they did when adding more, they start from the “first” number and then count back to find the answer. These questions can be linked to examples and scenarios they have used in earlier steps in this block. This allows children to first focus their attention on how the number line helps with the calculation, before they move on to work more abstractly to complete subtractions by counting back. As in the previous step, encourage children to think about each number within a calculation, what it represents and how it is shown on the number line. For example, in 5 − 3 = 2, 5 is the number they start at, 3 is the number of jumps back they do and 2 is the number they land on.",baseline,Year 1_5-6_Autumn__Addition and subtraction within 10_16_Subtraction on a number line,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__16__subtraction-on-a-number-line,2,2,Year 1_5-6_Autumn__Addition and subtraction within 10_16_Subtraction on a number line_recommendation_2,cmam_jsUZBg,Subtraction on number line  | subtraction techniques | Grade 1 | KG,Subtraction on number line  | subtraction techniques | Grade 1 | KG,Ruch-ed!,00:05:41,00:05:41,0.8656,85.0,70.0,0.8211,"The transcript effectively introduces subtraction on a number line, focusing on the method of counting back, which aligns well with the target objective. It provides clear examples and encourages the learner to engage with the concept, although it includes some broader discussions about number lines that may not be necessary for this age group.","The transcript effectively introduces subtraction on a number line with clear steps and examples, which is appropriate for young learners. However, it could benefit from more pictorial representations and simpler language to enhance understanding and engagement for the age group. Additionally, while it maintains focus on the concept, the introduction of terms like 'subtraction' and 'number line' could be better defined with relatable examples.",69b4e62b366609314355839d655efc3f31370abb
